Date,Firm,cum_ret
2016-10-19,AAPL,1.1117228286663499
2016-10-20,AAPL,1.1111532985287134
2016-10-21,AAPL,1.1067869008068338
2016-10-24,AAPL,1.116753678215472
2016-10-25,AAPL,1.1224489795918364
2016-10-26,AAPL,1.0971998101566205
2016-10-27,AAPL,1.0866635026103464
2016-10-28,AAPL,1.0794494542002846
2016-10-31,AAPL,1.0777408637873753
2016-11-01,AAPL,1.0582819174181297
2016-11-02,AAPL,1.0592311343141905
2016-11-03,AAPL,1.0425249169435211
2016-11-04,AAPL,1.03312766967252
2016-11-07,AAPL,1.0480303749406736
2016-11-08,AAPL,1.0542002847650684
2016-11-09,AAPL,1.0524916943521592
2016-11-10,AAPL,1.023160892263882
2016-11-11,AAPL,1.0292358803986708
2016-11-14,AAPL,1.0034171808258183
2016-11-15,AAPL,1.0167062173706687
2016-11-16,AAPL,1.0440436639772182
2016-11-17,AAPL,1.0436639772187941
2016-11-18,AAPL,1.0447081158044609
2016-11-21,AAPL,1.0605600379686755
2016-11-22,AAPL,1.061224489795918
2016-11-23,AAPL,1.0558139534883717
2016-11-25,AAPL,1.0611295681063118
2016-11-28,AAPL,1.059041290934978
2016-11-29,AAPL,1.0579971523493112
2016-11-30,AAPL,1.0490745135263404
2016-12-01,AAPL,1.0392975794969146
2016-12-02,AAPL,1.0431893687707636
2016-12-05,AAPL,1.0356905552918836
2016-12-06,AAPL,1.043663977218794
2016-12-07,AAPL,1.0539155196962502
2016-12-08,AAPL,1.0642619838633123
2016-12-09,AAPL,1.081632653061224
2016-12-12,AAPL,1.0754627432368291
2016-12-13,AAPL,1.0934029425723772
2016-12-14,AAPL,1.0934029425723772
2016-12-15,AAPL,1.09938300901756
2016-12-16,AAPL,1.100806834361651
2016-12-19,AAPL,1.107166587565258
2016-12-20,AAPL,1.1101091599430464
2016-12-21,AAPL,1.1111532985287131
2016-12-22,AAPL,1.1038443284290453
2016-12-23,AAPL,1.106027527289985
2016-12-27,AAPL,1.1130517323208344
2016-12-28,AAPL,1.1083056478405309
2016-12-29,AAPL,1.1080208827717126
2016-12-30,AAPL,1.0993830090175596
2016-01-05,AMZN,0.9949763732554671
2016-01-06,AMZN,0.9931867062277272
2016-01-07,AMZN,0.9543948884597875
2016-01-08,AMZN,0.9529976922714642
2016-01-11,AMZN,0.9697797453649195
2016-01-12,AMZN,0.9700152278685695
2016-01-13,AMZN,0.9133738363239612
2016-01-14,AMZN,0.9309408310962496
2016-01-15,AMZN,0.8951160928742994
2016-01-19,AMZN,0.9018665913122657
2016-01-20,AMZN,0.8976122074129893
2016-01-21,AMZN,0.9027143283254055
2016-01-22,AMZN,0.9362470368451625
2016-01-25,AMZN,0.9364825193488124
2016-01-26,AMZN,0.9438923687969983
2016-01-27,AMZN,0.9157914566947677
2016-01-28,AMZN,0.997425391293427
2016-01-29,AMZN,0.9215215309502505
2016-02-01,AMZN,0.9023846528202956
2016-02-02,AMZN,0.8667326017676888
2016-02-03,AMZN,0.8337179547559618
2016-02-04,AMZN,0.8418656493822511
2016-02-05,AMZN,0.7882855303850925
2016-02-08,AMZN,0.7662600668770313
2016-02-09,AMZN,0.7567936702303021
2016-02-10,AMZN,0.7699963892682775
2016-02-11,AMZN,0.7909386332595489
2016-02-12,AMZN,0.7960564530055418
2016-02-16,AMZN,0.8180662176800265
2016-02-17,AMZN,0.8384747013296915
2016-02-18,AMZN,0.8241887627749259
2016-02-19,AMZN,0.8397306080158247
2016-02-22,AMZN,0.8783497386144212
2016-02-23,AMZN,0.8680513037881289
2016-02-24,AMZN,0.8697781754815619
2016-02-25,AMZN,0.8715207460085718
2016-02-26,AMZN,0.871646336677185
2016-02-29,AMZN,0.8673919527779087
2016-03-01,AMZN,0.909025259423225
2016-03-02,AMZN,0.9108620229516948
2016-03-03,AMZN,0.9065919402188419
2016-03-04,AMZN,0.9029027143283256
2016-03-07,AMZN,0.8835303536947205
2016-03-08,AMZN,0.8795428499662477
2016-03-09,AMZN,0.8783026421136911
2016-03-10,AMZN,0.8774549051005511
2016-03-11,AMZN,0.8942212593604297
2016-03-14,AMZN,0.9001240207852559
2016-03-15,AMZN,0.9058540950407387
2016-03-16,AMZN,0.9015369158071557
2016-03-17,AMZN,0.8782555456129613
2016-03-18,AMZN,0.8667012041005355
2016-03-21,AMZN,0.869683982480102
2016-03-22,AMZN,0.8798882243049345
2016-03-23,AMZN,0.894252657027583
2016-03-24,AMZN,0.9151635033517014
2016-03-28,AMZN,0.9103282626100884
2016-03-29,AMZN,0.9322909307838431
2016-03-30,AMZN,0.9398734674013725
2016-03-31,AMZN,0.9319455564451564
2016-04-01,AMZN,0.9395751895634157
2016-04-04,AMZN,0.9312391089342066
2016-04-05,AMZN,0.9201714312626574
2016-04-06,AMZN,0.9451953719838618
2016-04-07,AMZN,0.9284761142247132
2016-04-08,AMZN,0.9334526444685162
2016-04-11,AMZN,0.9355405893342125
2016-04-12,AMZN,0.9469065448437183
2016-04-13,AMZN,0.9651956859605335
2016-04-14,AMZN,0.9745050942714959
2016-04-15,AMZN,0.9825742947299019
2016-04-18,AMZN,0.9974253912934272
2016-04-19,AMZN,0.9857297602788117
2016-04-20,AMZN,0.9937204665693342
2016-04-21,AMZN,0.9905963986875778
2016-04-22,AMZN,0.9741126234320793
2016-04-25,AMZN,0.9830609585707786
2016-04-26,AMZN,0.9684296456773266
2016-04-27,AMZN,0.9522441482597848
2016-04-28,AMZN,0.9450697813152487
2016-04-29,AMZN,1.0354793638832638
2016-05-02,AMZN,1.0735647341402539
2016-05-03,AMZN,1.0538940956686922
2016-05-04,AMZN,1.0532347446584722
2016-05-05,AMZN,1.0346944222044305
2016-05-06,AMZN,1.0580228888993553
2016-05-09,AMZN,1.067128212373821
2016-05-10,AMZN,1.1037378922746044
2016-05-11,AMZN,1.1196879071884962
2016-05-12,AMZN,1.1270663589695287
2016-05-13,AMZN,1.1144915932746198
2016-05-16,AMZN,1.115653306959293
2016-05-17,AMZN,1.0914928020848054
2016-05-18,AMZN,1.0949151478045185
2016-05-19,AMZN,1.0965949229972216
2016-05-20,AMZN,1.1033140237680343
2016-05-23,AMZN,1.0938162294541518
2016-05-24,AMZN,1.1055118604687677
2016-05-25,AMZN,1.1120268764030838
2016-05-26,AMZN,1.122325311229376
2016-05-27,AMZN,1.1181337226644064
2016-05-31,AMZN,1.1346959920877882
2016-06-01,AMZN,1.1294368828396053
2016-06-02,AMZN,1.1432518563870706
2016-06-03,AMZN,1.1390131713213711
2016-06-06,AMZN,1.1408813325169944
2016-06-07,AMZN,1.1361873812775716
2016-06-08,AMZN,1.1407400430148043
2016-06-09,AMZN,1.1423256252060474
2016-06-10,AMZN,1.1270349613023756
2016-06-13,AMZN,1.1228433727374059
2016-06-14,AMZN,1.1292170991695318
2016-06-15,AMZN,1.1213048870468927
2016-06-16,AMZN,1.126407007959309
2016-06-17,AMZN,1.1089499050220573
2016-06-20,AMZN,1.120912416207476
2016-06-21,AMZN,1.1237539050848524
2016-06-22,AMZN,1.1155591139578331
2016-06-23,AMZN,1.1335813749038448
2016-06-24,AMZN,1.097285671674595
2016-06-27,AMZN,1.085354558156329
2016-06-28,AMZN,1.1113989230600168
2016-06-29,AMZN,1.1234085307461656
2016-06-30,AMZN,1.123439928413319
2016-07-01,AMZN,1.1392329549914442
2016-07-05,AMZN,1.1430320727169974
2016-07-06,AMZN,1.1579616634484058
2016-07-07,AMZN,1.1563289847564326
2016-07-08,AMZN,1.1708347069812712
2016-07-11,AMZN,1.1833466773418735
2016-07-12,AMZN,1.174602427039671
2016-07-13,AMZN,1.1658424779038918
2016-07-14,AMZN,1.1635975447024287
2016-07-15,AMZN,1.1545550165622696
2016-07-18,AMZN,1.1555440430775994
2016-07-19,AMZN,1.1616351905053455
2016-07-20,AMZN,1.1706934174790813
2016-07-21,AMZN,1.1686682679476914
2016-07-22,AMZN,1.1693433177914883
2016-07-25,AMZN,1.161101430163739
2016-07-26,AMZN,1.1547904990659195
2016-07-27,AMZN,1.1564859730921992
2016-07-28,AMZN,1.1815099138134038
2016-07-29,AMZN,1.1912431906309362
2016-08-01,AMZN,1.2052622490148983
2016-08-02,AMZN,1.194021884174006
2016-08-03,AMZN,1.1846967770294667
2016-08-04,AMZN,1.1943201620119626
2016-08-05,AMZN,1.2024992543054052
2016-08-08,AMZN,1.2034097866528517
2016-08-09,AMZN,1.2061570825287682
2016-08-10,AMZN,1.2065495533681847
2016-08-11,AMZN,1.210756840766731
2016-08-12,AMZN,1.212829086798851
2016-08-15,AMZN,1.2064396615331483
2016-08-16,AMZN,1.1994536805915321
2016-08-17,AMZN,1.2003799117725555
2016-08-18,AMZN,1.2001130316017523
2016-08-19,AMZN,1.1888883655944364
2016-08-22,AMZN,1.1922950124805731
2016-08-23,AMZN,1.1969575660528426
2016-08-24,AMZN,1.1887941725929767
2016-08-25,AMZN,1.1918868428075797
2016-08-26,AMZN,1.2072403020455584
2016-08-29,AMZN,1.2108353349346148
2016-08-30,AMZN,1.2050110676776722
2016-08-31,AMZN,1.2074914833827852
2016-09-01,AMZN,1.2097835130849783
2016-09-02,AMZN,1.2126407007959314
2016-09-06,AMZN,1.2384338843623923
2016-09-07,AMZN,1.2315420964222363
2016-09-08,AMZN,1.2308827454120161
2016-09-09,AMZN,1.193331135496633
2016-09-12,AMZN,1.211149311606148
2016-09-13,AMZN,1.1946969340178029
2016-09-14,AMZN,1.1948225246864161
2016-09-15,AMZN,1.2083235215623482
2016-09-16,AMZN,1.2221855916105435
2016-09-19,AMZN,1.2168165905273243
2016-09-20,AMZN,1.2248543933185767
2016-09-21,AMZN,1.239799682883562
2016-09-22,AMZN,1.2632851379142533
2016-09-23,AMZN,1.264933515439803
2016-09-26,AMZN,1.2545879841127807
2016-09-27,AMZN,1.2811975070252282
2016-09-28,AMZN,1.3009937361654031
2016-09-29,AMZN,1.301511797673433
2016-09-30,AMZN,1.3144790342077584
2016-10-03,AMZN,1.3135842006938887
2016-10-04,AMZN,1.3093298167946124
2016-10-05,AMZN,1.3255467118793076
2016-10-06,AMZN,1.321308026813608
2016-10-07,AMZN,1.3178071869260115
2016-10-10,AMZN,1.3213865209814915
2016-10-11,AMZN,1.3045730702208829
2016-10-12,AMZN,1.3094240097960725
2016-10-13,AMZN,1.3018728708456964
2016-10-14,AMZN,1.2919512080252442
2016-10-17,AMZN,1.2762366756150023
2016-10-18,AMZN,1.2836151273960348
2016-10-19,AMZN,1.2836779227303414
2016-10-20,AMZN,1.2721078823843393
2016-10-21,AMZN,1.285718771095308
2016-10-24,AMZN,1.3157035432267385
2016-10-25,AMZN,1.311135182655929
2016-10-26,AMZN,1.2913703511829075
2016-10-27,AMZN,1.2847297445799781
2016-10-28,AMZN,1.2187318482236775
2016-10-31,AMZN,1.2399252735521755
2016-11-01,AMZN,1.233002087944866
2016-11-02,AMZN,1.2018399032951854
2016-11-03,AMZN,1.2041476318309552
2016-11-04,AMZN,1.1853404292061103
2016-11-07,AMZN,1.2322485439331858
2016-11-08,AMZN,1.2366756150018057
2016-11-09,AMZN,1.2117615661156378
2016-11-10,AMZN,1.1654500070644753
2016-11-11,AMZN,1.1601595001491392
2016-11-14,AMZN,1.1288560259972686
2016-11-15,AMZN,1.1668001067520686
2016-11-16,AMZN,1.1719022276644848
2016-11-17,AMZN,1.1874597717389601
2016-11-18,AMZN,1.1933625331637863
2016-11-21,AMZN,1.2245090189798902
2016-11-22,AMZN,1.232876497276253
2016-11-23,AMZN,1.22469740498281
2016-11-25,AMZN,1.2250898758222268
2016-11-28,AMZN,1.203739462157962
2016-11-29,AMZN,1.1970674578878795
2016-11-30,AMZN,1.1783073517637646
2016-12-01,AMZN,1.1674437589287119
2016-12-02,AMZN,1.1622474450148357
2016-12-05,AMZN,1.192106626477653
2016-12-06,AMZN,1.2005212012747457
2016-12-07,AMZN,1.2094695364134447
2016-12-08,AMZN,1.2046185968382552
2016-12-09,AMZN,1.2067065417039515
2016-12-12,AMZN,1.1932997378294796
2016-12-13,AMZN,1.2156234791754974
2016-12-14,AMZN,1.2069577230411783
2016-12-15,AMZN,1.194681235184226
2016-12-16,AMZN,1.1896105119389633
2016-12-19,AMZN,1.2025306519725587
2016-12-20,AMZN,1.210725443099578
2016-12-21,AMZN,1.2097521154178248
2016-12-22,AMZN,1.2030644123141654
2016-12-23,AMZN,1.1940375830075827
2016-12-27,AMZN,1.2110080221039579
2016-12-28,AMZN,1.2121540369550545
2016-12-29,AMZN,1.2011962511185423
2016-12-30,AMZN,1.1772084334133976
